workerid,proliferate.condition,internal_node_id,responses,rt,time_elapsed,trial_index,trial_type,participants.age,participants.ethnicity,participants.feedback,participants.gender,participants.race,participants.time,error
616,condition,0.0-3.0,"{""sunburn_cause_response"":""She does not spend enough time outside and has not built up a tolerance to the sun, which has led her to need things like sunscreen, which she forgot at home. The underlying reason is because she spends too much time indoors in her day to day life. ""}",75514.7,166569,16,survey-text,43,Non-Hispanic,"I don't believe in sunscreen and I think it is a product that we have been conditioned to think we need, so that influenced my answers about Suzy.  ",Male,White,74921.9,
616,condition,0.0-4.0,"{""sunburn_simple_response"":""The UV rays of the sun along with the lack of melanin in her skin. ""}",162514.6,329359,17,survey-text,43,Non-Hispanic,"I don't believe in sunscreen and I think it is a product that we have been conditioned to think we need, so that influenced my answers about Suzy.  ",Male,White,74921.9,
616,condition,0.0-7.0,"{""flood_cause_response"":""Andy did not take measures to keep the window closed during a heavy rain event. ""}",50950.3,508707,42,survey-text,43,Non-Hispanic,"I don't believe in sunscreen and I think it is a product that we have been conditioned to think we need, so that influenced my answers about Suzy.  ",Male,White,74921.9,
616,condition,0.0-8.0,"{""flood_simple_response"":""Rain water ""}",19187.7,528155,43,survey-text,43,Non-Hispanic,"I don't believe in sunscreen and I think it is a product that we have been conditioned to think we need, so that influenced my answers about Suzy.  ",Male,White,74921.9,
650,condition,0.0-3.0,"{""sunburn_simple_response"":""the sun ""}",13301.6,134710,16,survey-text,23,Non-Hispanic,The pictures and stories influenced how I responded.,Male,White,71993.1,
650,condition,0.0-4.0,"{""sunburn_cause_response"":""no sunscreeen""}",13147,148137,17,survey-text,23,Non-Hispanic,The pictures and stories influenced how I responded.,Male,White,71993.1,
650,condition,0.0-7.0,"{""flood_simple_response"":""water from the rain""}",14551.3,269883,42,survey-text,23,Non-Hispanic,The pictures and stories influenced how I responded.,Male,White,71993.1,
650,condition,0.0-8.0,"{""flood_cause_response"":""no latch so the rain came in the window""}",18707.6,288886,43,survey-text,23,Non-Hispanic,The pictures and stories influenced how I responded.,Male,White,71993.1,
669,condition,0.0-3.0,"{""sunburn_cause_response"":""the sun's rays.""}",18101,166796,16,survey-text,22,Non-Hispanic,I answered solely on the fact of the matter.,Male,"mixed with black, white, and native american",59306,
669,condition,0.0-4.0,"{""sunburn_simple_response"":""her skin reacting to the sun's rays""}",16141,183193,17,survey-text,22,Non-Hispanic,I answered solely on the fact of the matter.,Male,"mixed with black, white, and native american",59306,
669,condition,0.0-7.0,"{""flood_cause_response"":""the water rising and the window being opened cause it to flood""}",51150,304142,42,survey-text,22,Non-Hispanic,I answered solely on the fact of the matter.,Male,"mixed with black, white, and native american",59306,
669,condition,0.0-8.0,"{""flood_simple_response"":""water""}",8036,312436,43,survey-text,22,Non-Hispanic,I answered solely on the fact of the matter.,Male,"mixed with black, white, and native american",59306,
678,condition,0.0-3.0,"{""sunburn_cause_response"":""She left her sunscreen at home and couldn't protect herself from the sun.""}",33682.1,235420,16,survey-text,75,,"I tried to factor into the situation the actual cause or the event. Not just a window being left open, but the fact that it started raining, or not just forgetting to put on sunscreen, but she had left the sunscreen home.",Female,White,159432.4,
678,condition,0.0-4.0,"{""sunburn_simple_response"":""The sun""}",13523.3,249198,17,survey-text,75,,"I tried to factor into the situation the actual cause or the event. Not just a window being left open, but the fact that it started raining, or not just forgetting to put on sunscreen, but she had left the sunscreen home.",Female,White,159432.4,
678,condition,0.0-7.0,"{""flood_cause_response"":""Andy took off the latch off of the basement window and left the windows open.  It then started raining hard and water came through the open windows and the basement flooded.""}",71339.6,480829,42,survey-text,75,,"I tried to factor into the situation the actual cause or the event. Not just a window being left open, but the fact that it started raining, or not just forgetting to put on sunscreen, but she had left the sunscreen home.",Female,White,159432.4,
678,condition,0.0-8.0,"{""flood_simple_response"":""Water from a heavy rainfall flooded the basement.""}",41942.8,523028,43,survey-text,75,,"I tried to factor into the situation the actual cause or the event. Not just a window being left open, but the fact that it started raining, or not just forgetting to put on sunscreen, but she had left the sunscreen home.",Female,White,159432.4,
649,condition,0.0-3.0,"{""flood_simple_response"":""Water from the rain\n""}",16190.1,165469,25,survey-text,29,Non-Hispanic,,Female,White,148205.1,
649,condition,0.0-4.0,"{""flood_cause_response"":""The rain. ""}",19044.3,184771,26,survey-text,29,Non-Hispanic,,Female,White,148205.1,
649,condition,0.0-7.0,"{""sunburn_simple_response"":""The sun\n""}",6252.6,475468,42,survey-text,29,Non-Hispanic,,Female,White,148205.1,
649,condition,0.0-8.0,"{""sunburn_cause_response"":""Her forgetting her sunscreen and having no UV protection""}",15350,491077,43,survey-text,29,Non-Hispanic,,Female,White,148205.1,
652,condition,0.0-3.0,"{""sunburn_simple_response"":""The UV rays of the sun ""}",13388.6,124464,16,survey-text,20,Non-Hispanic,The events that happened in the story. No.,Male,Asian,33756.9,
652,condition,0.0-4.0,"{""sunburn_cause_response"":""The UV rays of the sun by not putting on sunscreen\n""}",27441.5,152159,17,survey-text,20,Non-Hispanic,The events that happened in the story. No.,Male,Asian,33756.9,
652,condition,0.0-7.0,"{""flood_simple_response"":""The amount of water from the rain\n""}",38744.8,232835,42,survey-text,20,Non-Hispanic,The events that happened in the story. No.,Male,Asian,33756.9,
652,condition,0.0-8.0,"{""flood_cause_response"":""The window latch was broken therefor the window was open and could not be closed, causing the rain to come inside the house.""}",56414.4,289509,43,survey-text,20,Non-Hispanic,The events that happened in the story. No.,Male,Asian,33756.9,
619,condition,0.0-3.0,"{""sunburn_simple_response"":""The  sun\n""}",12943.7,111978,16,survey-text,19,,,,,13167.6,
619,condition,0.0-4.0,"{""sunburn_cause_response"":""The hot rays from the sun burned her skin.\n""}",29152.5,141389,17,survey-text,19,,,,,13167.6,
619,condition,0.0-7.0,"{""flood_simple_response"":""The window was open while it was raining so it began to get in to the basement.\n""}",41575.3,262718,42,survey-text,19,,,,,13167.6,
619,condition,0.0-8.0,"{""flood_cause_response"":""It was raining and  the  window was left open so the water go in to the basement.\n""}",60900.5,323893,43,survey-text,19,,,,,13167.6,
654,condition,0.0-3.0,"{""flood_simple_response"":""the rain""}",11881,188220,25,survey-text,55,Hispanic,,Male,White,19003,
654,condition,0.0-4.0,"{""flood_cause_response"":""the rain""}",8130,196604,26,survey-text,55,Hispanic,,Male,White,19003,
654,condition,0.0-7.0,"{""sunburn_simple_response"":""the sun""}",7687,258883,42,survey-text,55,Hispanic,,Male,White,19003,
654,condition,0.0-8.0,"{""sunburn_cause_response"":""not wear sunscreen ""}",18503,277639,43,survey-text,55,Hispanic,,Male,White,19003,
681,condition,0.0-3.0,"{""flood_simple_response"":""rain water""}",11286.8,78155,25,survey-text,19,,I answered based on my knowledge of the scenarios.,Female,White,31083.7,
681,condition,0.0-4.0,"{""flood_cause_response"":""the window was open""}",8636.9,87047,26,survey-text,19,,I answered based on my knowledge of the scenarios.,Female,White,31083.7,
681,condition,0.0-7.0,"{""sunburn_simple_response"":""the sun""}",8762.4,125398,42,survey-text,19,,I answered based on my knowledge of the scenarios.,Female,White,31083.7,
681,condition,0.0-8.0,"{""sunburn_cause_response"":""she forgot her sunscreen""}",10814.8,136473,43,survey-text,19,,I answered based on my knowledge of the scenarios.,Female,White,31083.7,
671,condition,0.0-3.0,"{""flood_simple_response"":"" rain water""}",16232.9,133580,25,survey-text,19,Non-Hispanic,,Female,White,13810.1,
671,condition,0.0-4.0,"{""flood_cause_response"":""a broken latch that caused the window to be open\n""}",37870.4,171716,26,survey-text,19,Non-Hispanic,,Female,White,13810.1,
671,condition,0.0-7.0,"{""sunburn_simple_response"":""she did not wear sunscreen and is in the sun""}",30079.4,231233,42,survey-text,19,Non-Hispanic,,Female,White,13810.1,
671,condition,0.0-8.0,"{""sunburn_cause_response"":""the sun""}",8194.3,239680,43,survey-text,19,Non-Hispanic,,Female,White,13810.1,
677,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun burned her skin.""}",19776.8,186611,16,survey-text,29,Non-Hispanic,The information given influenced my responses. ,Female,Black/African American,49167.8,
677,condition,0.0-4.0,"{""sunburn_cause_response"":""The sun and lack of SPF caused her skin to burn.""}",25096.2,211963,17,survey-text,29,Non-Hispanic,The information given influenced my responses. ,Female,Black/African American,49167.8,
677,condition,0.0-7.0,"{""flood_simple_response"":""The rain flooded the basment. ""}",19876.2,311656,42,survey-text,29,Non-Hispanic,The information given influenced my responses. ,Female,Black/African American,49167.8,
677,condition,0.0-8.0,"{""flood_cause_response"":""The window being open when it was raining caused the flooding in the basement.""}",29361.3,341274,43,survey-text,29,Non-Hispanic,The information given influenced my responses. ,Female,Black/African American,49167.8,
658,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun. ""}",6074.455,62941,16,survey-text,24,Non-Hispanic,No questions. I answered based on the facts presented. ,Female,White,23411.54,
658,condition,0.0-4.0,"{""sunburn_cause_response"":""She wasn't wearing sunscreen because she forgot it at home. ""}",12426.425,75623,17,survey-text,24,Non-Hispanic,No questions. I answered based on the facts presented. ,Female,White,23411.54,
658,condition,0.0-7.0,"{""flood_simple_response"":""The rain water from outside. ""}",9183.47,195716,42,survey-text,24,Non-Hispanic,No questions. I answered based on the facts presented. ,Female,White,23411.54,
658,condition,0.0-8.0,"{""flood_cause_response"":""The latch on the window broke so the window was opened. ""}",12902.2,208874,43,survey-text,24,Non-Hispanic,No questions. I answered based on the facts presented. ,Female,White,23411.54,
615,condition,0.0-3.0,"{""sunburn_simple_response"":"" UV radiation from the Sun""}",19450.8,101720,16,survey-text,27,Non-Hispanic,"The specific wording of the question was the most important aspect of how I responded. I have no questions or further comments, but I suspect the study is on causality?",Male,White,74844.8,
615,condition,0.0-4.0,"{""sunburn_cause_response"":""UV radiation from the Sun""}",17745.4,119720,17,survey-text,27,Non-Hispanic,"The specific wording of the question was the most important aspect of how I responded. I have no questions or further comments, but I suspect the study is on causality?",Male,White,74844.8,
615,condition,0.0-7.0,"{""flood_simple_response"":""The water which came in through the open broken window.""}",35401,230410,42,survey-text,27,Non-Hispanic,"The specific wording of the question was the most important aspect of how I responded. I have no questions or further comments, but I suspect the study is on causality?",Male,White,74844.8,
615,condition,0.0-8.0,"{""flood_cause_response"":""It raining, and the window being left open.""}",73013.5,303679,43,survey-text,27,Non-Hispanic,"The specific wording of the question was the most important aspect of how I responded. I have no questions or further comments, but I suspect the study is on causality?",Male,White,74844.8,
683,condition,0.0-3.0,"{""flood_simple_response"":""Water came in the open window and flooded the basement.""}",18885,637094,25,survey-text,42,Non-Hispanic,I just responded as I saw fit.,Male,White,16804,
683,condition,0.0-4.0,"{""flood_cause_response"":""The window wouldn't stay closed because the latch was gone.""}",15687,653038,26,survey-text,42,Non-Hispanic,I just responded as I saw fit.,Male,White,16804,
683,condition,0.0-7.0,"{""sunburn_simple_response"":""She wasn't wearing sunscreen.""}",9358,693510,42,survey-text,42,Non-Hispanic,I just responded as I saw fit.,Male,White,16804,
683,condition,0.0-8.0,"{""sunburn_cause_response"":""The sun burned her skin because she didn't put on sun screen.""}",17104,710871,43,survey-text,42,Non-Hispanic,I just responded as I saw fit.,Male,White,16804,
651,condition,0.0-3.0,"{""sunburn_cause_response"":""Solar radiation, a predisposition to sunburn, a sun allergy, a lack of melanin, or even a lack of sun protection are all possible causes. ""}",140201.7,161193,16,survey-text,30,Hispanic,literal interpretation and examination of possibilities. ,Female,White,52364.9,
651,condition,0.0-4.0,"{""sunburn_simple_response"":""the sun.""}",16471.3,177918,17,survey-text,30,Hispanic,literal interpretation and examination of possibilities. ,Female,White,52364.9,
651,condition,0.0-7.0,"{""flood_cause_response"":""the rainwater cause the flood to the basement.""}",39888.3,278071,42,survey-text,30,Hispanic,literal interpretation and examination of possibilities. ,Female,White,52364.9,
651,condition,0.0-8.0,"{""flood_simple_response"":""the rain water flooded the basement. For a less literal answer, being inattentive caused the basement to flood. ""}",84297.8,362623,43,survey-text,30,Hispanic,literal interpretation and examination of possibilities. ,Female,White,52364.9,
624,condition,0.0-3.0,"{""sunburn_simple_response"":""Sun burned Suzy's skin.""}",98884,342602,16,survey-text,33,Non-Hispanic,The pictures influenced to decide to respond.,Male,White,64882,
624,condition,0.0-4.0,"{""sunburn_cause_response"":""The hit of the sun.""}",31089,373952,17,survey-text,33,Non-Hispanic,The pictures influenced to decide to respond.,Male,White,64882,
624,condition,0.0-7.0,"{""flood_simple_response"":""Rain water.""}",37625,744415,42,survey-text,33,Non-Hispanic,The pictures influenced to decide to respond.,Male,White,64882,
624,condition,0.0-8.0,"{""flood_cause_response"":""Because the window latch was broken.""}",56448,801128,43,survey-text,33,Non-Hispanic,The pictures influenced to decide to respond.,Male,White,64882,
653,condition,0.0-3.0,"{""sunburn_cause_response"":""She forgot to bring/wear sunscreen""}",10584.4,66680,16,survey-text,24,Non-Hispanic,"I'd love to live in a world where the generic handyman character can be a woman. I'm sure that's not the point of this experiment, but I think it's important for all children to see that.",Female,White,110269,
653,condition,0.0-4.0,"{""sunburn_simple_response"":""the sun""}",3764.1,70696,17,survey-text,24,Non-Hispanic,"I'd love to live in a world where the generic handyman character can be a woman. I'm sure that's not the point of this experiment, but I think it's important for all children to see that.",Female,White,110269,
653,condition,0.0-7.0,"{""flood_cause_response"":""Andy left the window open""}",6116,137893,42,survey-text,24,Non-Hispanic,"I'd love to live in a world where the generic handyman character can be a woman. I'm sure that's not the point of this experiment, but I think it's important for all children to see that.",Female,White,110269,
653,condition,0.0-8.0,"{""flood_simple_response"":""rain""}",3369.7,141515,43,survey-text,24,Non-Hispanic,"I'd love to live in a world where the generic handyman character can be a woman. I'm sure that's not the point of this experiment, but I think it's important for all children to see that.",Female,White,110269,
638,condition,0.0-3.0,"{""sunburn_simple_response"":"" The sun""}",29072,204966,16,survey-text,37,Non-Hispanic,I think you are trying to study how people place blame. ,Male,White,100153.4,
638,condition,0.0-4.0,"{""sunburn_cause_response"":""UV radiation damaging her skin cells""}",50150.5,255379,17,survey-text,37,Non-Hispanic,I think you are trying to study how people place blame. ,Male,White,100153.4,
638,condition,0.0-7.0,"{""flood_simple_response"":""the rain""}",19593.2,536035,42,survey-text,37,Non-Hispanic,I think you are trying to study how people place blame. ,Male,White,100153.4,
638,condition,0.0-8.0,"{""flood_cause_response"":""the rain falling faster than the ground could absorb ""}",52942.2,589240,43,survey-text,37,Non-Hispanic,I think you are trying to study how people place blame. ,Male,White,100153.4,
640,condition,0.0-3.0,"{""flood_simple_response"":""rain water""}",19878.3,245624,25,survey-text,35,Non-Hispanic,understanding the comics,Male,White,73202,
640,condition,0.0-4.0,"{""flood_cause_response"":""the open window""}",28710,274599,26,survey-text,35,Non-Hispanic,understanding the comics,Male,White,73202,
640,condition,0.0-7.0,"{""sunburn_simple_response"":""the sun""}",13700.4,320137,42,survey-text,35,Non-Hispanic,understanding the comics,Male,White,73202,
640,condition,0.0-8.0,"{""sunburn_cause_response"":""reaction to the sun""}",16937.6,337329,43,survey-text,35,Non-Hispanic,understanding the comics,Male,White,73202,
672,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun""}",12117,71000,16,survey-text,29,Non-Hispanic,No,Female,White,12489,
672,condition,0.0-4.0,"{""sunburn_cause_response"":""The UV rays""}",7511,78776,17,survey-text,29,Non-Hispanic,No,Female,White,12489,
672,condition,0.0-7.0,"{""flood_simple_response"":""Water""}",16052,139071,42,survey-text,29,Non-Hispanic,No,Female,White,12489,
672,condition,0.0-8.0,"{""flood_cause_response"":""The heavy rainfall and the open window""}",15076,154402,43,survey-text,29,Non-Hispanic,No,Female,White,12489,
647,condition,0.0-3.0,"{""sunburn_cause_response"":""Not using sunscreen""}",12121.1,122654,16,survey-text,29,Hispanic,The images,Female,,30314,
647,condition,0.0-4.0,"{""sunburn_simple_response"":""Sun rays""}",8070.7,130978,17,survey-text,29,Hispanic,The images,Female,,30314,
647,condition,0.0-7.0,"{""flood_cause_response"":""The window was left open""}",13142.3,355142,42,survey-text,29,Hispanic,The images,Female,,30314,
647,condition,0.0-8.0,"{""flood_simple_response"":""the rain""}",10001.8,365402,43,survey-text,29,Hispanic,The images,Female,,30314,
623,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun\n""}",5662.6,35537,16,survey-text,22,Non-Hispanic,,Male,White,10385.3,
623,condition,0.0-4.0,"{""sunburn_cause_response"":""She is outside and didn't put on sunscreen""}",8695.2,44485,17,survey-text,22,Non-Hispanic,,Male,White,10385.3,
623,condition,0.0-7.0,"{""flood_simple_response"":""The rain""}",4173.6,83978,42,survey-text,22,Non-Hispanic,,Male,White,10385.3,
623,condition,0.0-8.0,"{""flood_cause_response"":""Andy left the window open while fixing the latch""}",7896.6,92126,43,survey-text,22,Non-Hispanic,,Male,White,10385.3,
628,condition,0.0-3.0,"{""flood_cause_response"":"" due to the broken latch to hold the window""}",104895,454385,25,survey-text,34,Non-Hispanic,nothing,Male,White,285602.6,
628,condition,0.0-4.0,"{""flood_simple_response"":""the heavy rain""}",35426.3,490067,26,survey-text,34,Non-Hispanic,nothing,Male,White,285602.6,
628,condition,0.0-7.0,"{""sunburn_cause_response"":""the hot sun ""}",33913.4,621979,42,survey-text,34,Non-Hispanic,nothing,Male,White,285602.6,
628,condition,0.0-8.0,"{""sunburn_simple_response"":""the hot sun""}",28771.3,651023,43,survey-text,34,Non-Hispanic,nothing,Male,White,285602.6,
660,condition,0.0-3.0,"{""flood_simple_response"":""The rain""}",8991,60759,25,survey-text,33,Non-Hispanic,I thought about what caused what to happen.,Male,White,38006,
660,condition,0.0-4.0,"{""flood_cause_response"":""The window was open because the latch was broken.""}",9747,70758,26,survey-text,33,Non-Hispanic,I thought about what caused what to happen.,Male,White,38006,
660,condition,0.0-7.0,"{""sunburn_simple_response"":""The sun""}",4353,103081,42,survey-text,33,Non-Hispanic,I thought about what caused what to happen.,Male,White,38006,
660,condition,0.0-8.0,"{""sunburn_cause_response"":""Suzy forgot to bring her sunscreen which caused her to get sunburned.""}",11277,114611,43,survey-text,33,Non-Hispanic,I thought about what caused what to happen.,Male,White,38006,
679,condition,0.0-3.0,"{""sunburn_simple_response"":""UV Rays""}",18535.8,145902,16,survey-text,23,Non-Hispanic,The descriptions on each photo factored into how I responded,Female,,53803.4,
679,condition,0.0-4.0,"{""sunburn_cause_response"":""No protection from UV rays""}",17251.5,163410,17,survey-text,23,Non-Hispanic,The descriptions on each photo factored into how I responded,Female,,53803.4,
679,condition,0.0-7.0,"{""flood_simple_response"":""Open window and a downpour of rain outside""}",25538.2,277705,42,survey-text,23,Non-Hispanic,The descriptions on each photo factored into how I responded,Female,,53803.4,
679,condition,0.0-8.0,"{""flood_cause_response"":""Window blew open and rain poured into the basement""}",57414.6,335374,43,survey-text,23,Non-Hispanic,The descriptions on each photo factored into how I responded,Female,,53803.4,
655,condition,0.0-3.0,"{""flood_cause_response"":""Him leaving the window open""}",21878.8,114891,25,survey-text,23,Non-Hispanic,No,Female,White,13481.7,
655,condition,0.0-4.0,"{""flood_simple_response"":""Him leaving the window open""}",17931,133082,26,survey-text,23,Non-Hispanic,No,Female,White,13481.7,
655,condition,0.0-7.0,"{""sunburn_cause_response"":""The fact that she forgot her sunscreen and had not put it on at home""}",27192.8,191710,42,survey-text,23,Non-Hispanic,No,Female,White,13481.7,
655,condition,0.0-8.0,"{""sunburn_simple_response"":""The sun""}",6627.4,198599,43,survey-text,23,Non-Hispanic,No,Female,White,13481.7,
668,condition,0.0-3.0,"{""sunburn_simple_response"":""the sun""}",5817.2,86207,16,survey-text,30,Hispanic,the narrative. the picture that stayed on the screen (of the sunscreen and of andy in his work area) weren't needed for me to remember,Female,,58079.2,
668,condition,0.0-4.0,"{""sunburn_cause_response"":""she didn't wear sunscreen""}",6956.6,93422,17,survey-text,30,Hispanic,the narrative. the picture that stayed on the screen (of the sunscreen and of andy in his work area) weren't needed for me to remember,Female,,58079.2,
668,condition,0.0-7.0,"{""flood_simple_response"":""the water from the rain""}",7458.3,167578,42,survey-text,30,Hispanic,the narrative. the picture that stayed on the screen (of the sunscreen and of andy in his work area) weren't needed for me to remember,Female,,58079.2,
668,condition,0.0-8.0,"{""flood_cause_response"":""the window was left open""}",8687.3,176523,43,survey-text,30,Hispanic,the narrative. the picture that stayed on the screen (of the sunscreen and of andy in his work area) weren't needed for me to remember,Female,,58079.2,
629,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun burned Suzy's skin.""}",19398,94603,16,survey-text,19,Non-Hispanic,Seemed like cause and effect scenarios.,Male,Asian,41478.3,
629,condition,0.0-4.0,"{""sunburn_cause_response"":""Suzy forgot to wear Sunscreen and was exposed to UV rays.""}",18823.6,113681,17,survey-text,19,Non-Hispanic,Seemed like cause and effect scenarios.,Male,Asian,41478.3,
629,condition,0.0-7.0,"{""flood_simple_response"":""Water from the rain.""}",10867.1,394761,42,survey-text,19,Non-Hispanic,Seemed like cause and effect scenarios.,Male,Asian,41478.3,
629,condition,0.0-8.0,"{""flood_cause_response"":""Andy was fixing the window latch causing the window to open and allowing water to come in.""}",33074.5,428089,43,survey-text,19,Non-Hispanic,Seemed like cause and effect scenarios.,Male,Asian,41478.3,
682,condition,0.0-3.0,"{""sunburn_cause_response"":"" Leaving her sunscreen at home""}",17531.3,94957,16,survey-text,18,Non-Hispanic,The directness of the question was related to how direct the cause was,Male,White,37218.1,
682,condition,0.0-4.0,"{""sunburn_simple_response"":""The sun\n""}",9571.8,104785,17,survey-text,18,Non-Hispanic,The directness of the question was related to how direct the cause was,Male,White,37218.1,
682,condition,0.0-7.0,"{""flood_cause_response"":""The window being open""}",10696,177612,42,survey-text,18,Non-Hispanic,The directness of the question was related to how direct the cause was,Male,White,37218.1,
682,condition,0.0-8.0,"{""flood_simple_response"":""The rainwater""}",6956.5,184831,43,survey-text,18,Non-Hispanic,The directness of the question was related to how direct the cause was,Male,White,37218.1,
618,condition,0.0-3.0,"{""sunburn_cause_response"":""The sun and forgetting sun screen\n""}",19455.7,144037,16,survey-text,38,Non-Hispanic,No.,Female,White,18605.8,
618,condition,0.0-4.0,"{""sunburn_simple_response"":""UV rays from the sun\n""}",12074.5,156363,17,survey-text,38,Non-Hispanic,No.,Female,White,18605.8,
618,condition,0.0-7.0,"{""flood_cause_response"":""The rain and Andy not fixing the lock in time.\n ""}",26518.3,253154,42,survey-text,38,Non-Hispanic,No.,Female,White,18605.8,
618,condition,0.0-8.0,"{""flood_simple_response"":""The rain""}",10927.3,264333,43,survey-text,38,Non-Hispanic,No.,Female,White,18605.8,
630,condition,0.0-3.0,"{""sunburn_cause_response"":""the uv rays from the sun\n""}",14761.5,44313,16,survey-text,18,Non-Hispanic,,Male,White,10369.8,
630,condition,0.0-4.0,"{""sunburn_simple_response"":""the sun""}",6731.8,51308,17,survey-text,18,Non-Hispanic,,Male,White,10369.8,
630,condition,0.0-7.0,"{""flood_cause_response"":""the rain""}",7443.5,105217,42,survey-text,18,Non-Hispanic,,Male,White,10369.8,
630,condition,0.0-8.0,"{""flood_simple_response"":""the rain""}",4259.7,109734,43,survey-text,18,Non-Hispanic,,Male,White,10369.8,
633,condition,0.0-3.0,"{""sunburn_simple_response"":""The sun""}",26130.7,313833,16,survey-text,30,Non-Hispanic,,Male,Black/African American,29552.7,
633,condition,0.0-4.0,"{""sunburn_cause_response"":""She didn't use sunscreen.""}",23863.2,337959,17,survey-text,30,Non-Hispanic,,Male,Black/African American,29552.7,
633,condition,0.0-7.0,"{""flood_simple_response"":""Rain""}",13642,548885,42,survey-text,30,Non-Hispanic,,Male,Black/African American,29552.7,
633,condition,0.0-8.0,"{""flood_cause_response"":""The lache of the basement window was broken and left open""}",45222.3,594369,43,survey-text,30,Non-Hispanic,,Male,Black/African American,29552.7,
675,condition,0.0-3.0,"{""sunburn_simple_response"":""The rays from the sun""}",24381.6,127123,16,survey-text,36,Non-Hispanic,"I was influenced by the way the two questions were worded. One asked what happened for which I gave a simple answer. The other asked why, to answer those I tried to figure out an underlying cause. ",Male,White,126402,
675,condition,0.0-4.0,"{""sunburn_cause_response"":""UV radiation emitted by the sun burned Suzy's skin because she did not wear sunscreen to protect herself.""}",55459.9,182850,17,survey-text,36,Non-Hispanic,"I was influenced by the way the two questions were worded. One asked what happened for which I gave a simple answer. The other asked why, to answer those I tried to figure out an underlying cause. ",Male,White,126402,
675,condition,0.0-7.0,"{""flood_simple_response"":""Water coming in the window\n""}",17405.8,273428,42,survey-text,36,Non-Hispanic,"I was influenced by the way the two questions were worded. One asked what happened for which I gave a simple answer. The other asked why, to answer those I tried to figure out an underlying cause. ",Male,White,126402,
675,condition,0.0-8.0,"{""flood_cause_response"":""The fact that the window was left unlatched while it was raining heavily. ""}",23842.1,297524,43,survey-text,36,Non-Hispanic,"I was influenced by the way the two questions were worded. One asked what happened for which I gave a simple answer. The other asked why, to answer those I tried to figure out an underlying cause. ",Male,White,126402,
661,condition,0.0-3.0,"{""flood_cause_response"":""the latch was off the door so the water was able to come in through the open window""}",38473.1,198230,25,survey-text,23,Non-Hispanic,I'm confused on if this study is researching if people prescribe more blame to the person vs the situation. ,Female,Black/African American,163715.8,
661,condition,0.0-4.0,"{""flood_simple_response"":""rainwater""}",11036,209535,26,survey-text,23,Non-Hispanic,I'm confused on if this study is researching if people prescribe more blame to the person vs the situation. ,Female,Black/African American,163715.8,
661,condition,0.0-7.0,"{""sunburn_cause_response"":""Lack of sunscreen and extended exposure to the sun ""}",35805.8,297446,42,survey-text,23,Non-Hispanic,I'm confused on if this study is researching if people prescribe more blame to the person vs the situation. ,Female,Black/African American,163715.8,
661,condition,0.0-8.0,"{""sunburn_simple_response"":""the suns uv rays""}",15605.4,313306,43,survey-text,23,Non-Hispanic,I'm confused on if this study is researching if people prescribe more blame to the person vs the situation. ,Female,Black/African American,163715.8,
